Restaurant Name,Phone,Rate,Price,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating,Parking
La Santaneca De La Mission,(415) 285-2131,4,$,94110,CA,San Francisco,2815 Mission St,No,Yes,No,Street
Mr. Pickle’s Sandwich Shop,(415) 826-0143,4,$,94110,CA,San Francisco,3380 20th St,No,Yes,No,Street
Cento,,4_half,$,94107,CA,San Francisco,372 Ritch St,No,No,Yes,Street
Delessio Market & Bakery,(415) 552-5559,4,$$,94103,CA,San Francisco,1695 Market St,No,Yes,Yes,Street
Le Cafe du Soleil,(415) 934-8637,4,$,94102,CA,San Francisco,200 Fillmore St,No,Yes,Yes,Street
Il Canto Cafe,(415) 986-6565,4_half,$,94111,CA,San Francisco,275 Battery St,No,Yes,No,Street
Michaelis Food Store,(415) 673-9708,4_half,$,94109,CA,San Francisco,901 N Point St,No,Yes,No,Street
Gamine,(415) 771-7771,4,$$,94123,CA,San Francisco,2223 Union St,No,Yes,Yes,Street
Assab Eritrean Restaurant,(415) 441-7083,4,$$,94118,CA,San Francisco,2845 Geary Blvd,No,Yes,No,Street
Jasmine Garden,(415) 861-2682,4,$$,94114,CA,San Francisco,708 14th St,No,Yes,No,Street
George And Lennie,,4_half,$,94102,CA,San Francisco,277 Golden Gate Ave,No,Yes,No,No
Etcetera Wine Bar,(415) 926-5477,4,$$,94110,CA,San Francisco,795 Valencia St,No,No,Yes,Street
Shakespeare Garden,(415) 831-5500,4_half,,94121,CA,San Francisco,Golden Gate Park,No,No,No,No
Sons & Daughters,(415) 391-8311,4,$$$$,94108,CA,San Francisco,708 Bush St,No,No,No,Street
Starboard SF,(415) 465-5830,4_half,$$,94103,CA,San Francisco,2919 16th St,Yes,Yes,No,Street
Souvla,(415) 400-5458,4_half,$$,94117,CA,San Francisco,531 Divisadero St,Yes,Yes,Yes,Street
The Bar On Dolores,(415) 695-1745,5,$,94110,CA,San Francisco,1600 Dolores St,No,No,No,Street
Mr Tipple’s Recording Studio,(415) 851-8561,4_half,$$,94102,CA,San Francisco,39 Fell St,No,No,No,Street
Ritual Coffee Roasters,(415) 865-0989,4,$$,94102,CA,San Francisco,432b Octavia St,No,Yes,Yes,Street
WesBurger ‘N’ More,(415) 745-9371,4,$$,94110,CA,San Francisco,2240 Mission St,No,Yes,No,Street
Golden Coffee Shop,(415) 922-0537,4,$,94109,CA,San Francisco,901 Sutter St,No,Yes,No,Street
Frank Chu,,4_half,,94104,CA,San Francisco,12 Galaxies,No,No,No,No
Kung Food,(415) 673-6688,4,$,94115,CA,San Francisco,1615 McAllister St,Yes,Yes,No,Street
Mymy,(415) 800-7466,4,$$,94109,CA,San Francisco,1500 California St,No,Yes,Yes,Street
Sugoi Sushi,(415) 401-8442,4,$$,94110,CA,San Francisco,1152 Valencia St,No,Yes,No,Street
Samovar Tea,(415) 553-6887,4,$,94103,CA,San Francisco,411 Valencia St,No,Yes,Yes,Street
Cool Cravings,(415) 771-4900,4_half,$,94115,CA,San Francisco,1635 Divisadero St,No,Yes,No,Garage
Bond,(415) 735-4499,4,$$,94103,CA,San Francisco,3079 16th St,No,No,No,"Garage, Street"
Higher Grounds Coffee House,(415) 587-2933,4_half,$$,94131,CA,San Francisco,691 Chenery St,No,Yes,Yes,Street
Weaver’s Coffee & Tea,(415) 400-4372,4_half,$,94114,CA,San Francisco,2301 Market St,No,Yes,No,Street
Aslam’s Rasoi,(415) 695-0599,4,$$,94110,CA,San Francisco,1037 Valencia St,No,Yes,No,Street
farm : table,,4,$,94109,CA,San Francisco,754 Post St,No,Yes,Yes,Street
Maven,(415) 829-7982,4,$$,94117,CA,San Francisco,598 Haight St,No,Yes,No,Street
Bender’s Bar and Grill,(415) 824-1800,4,$,94110,CA,San Francisco,806 S Van Ness Ave,No,No,Yes,Street
The Hidden Vine,(415) 674-3567,4_half,$$,94111,CA,San Francisco,408 Merchant St,No,No,Yes,Street
Toronado,(415) 863-2276,4,$,94117,CA,San Francisco,547 Haight St,No,No,No,Street
Saison,(415) 828-7990,4_half,$$$$,94107,CA,San Francisco,178 Townsend St,No,No,No,"Valet, Garage, Street"
El Sur,(415) 530-2803,4_half,$,94117,CA,San Francisco,San Francisco,Yes,Yes,No,No
Deccan Spice,(415) 915-2222,4_half,$$,94110,CA,San Francisco,1142 Valencia St,Yes,Yes,Yes,Street
Brenda’s Meat & Three,(415) 926-8657,4,$$,94115,CA,San Francisco,919 Divisadero St,No,Yes,Yes,Street
Lucca Delicatessen,(415) 921-7873,4_half,$,94123,CA,San Francisco,2120 Chestnut St,No,Yes,No,Street
Buena Vista Park,,4,,94117,CA,San Francisco,Buena Vista Ave E & Duboce St,No,No,No,No
The Sycamore,(415) 252-7704,4,$$,94110,CA,San Francisco,2140 Mission St,No,Yes,Yes,Street
Burma Superstar,(415) 387-2147,4,$$,94118,CA,San Francisco,309 Clement St,No,Yes,No,Street
Cafeto Coffee Shop,(415) 970-9090,4_half,$,94110,CA,San Francisco,111 Richland Ave,No,Yes,Yes,Street
Jane,(415) 931-5263,4,$$,94115,CA,San Francisco,2123 Fillmore St,No,Yes,No,Street
Holy Water,,4_half,$$,94110,CA,San Francisco,309 Cortland Ave,No,No,No,Street
Blue Plate,(415) 282-6777,4,$$$,94110,CA,San Francisco,3218 Mission St,No,No,Yes,Street
The Cheese Steak Shop,(415) 346-3712,4,$,94115,CA,San Francisco,1716 Divisadero St,No,Yes,No,Street
Blue Bottle Coffee,(510) 653-3394,4_half,$$,94102,CA,San Francisco,315 Linden St,No,Yes,Yes,Street
Mourad Restaurant,(415) 660-2500,4,$$$,94105,CA,San Francisco,140 New Montgomery St,No,No,No,Garage
Tempest,(415) 495-1863,4,$,94103,CA,San Francisco,431 Natoma St,No,Yes,No,Street
The Jelly Donut,(415) 648-1419,4,$,94110,CA,San Francisco,3198 24th St,No,Yes,No,Street
Basik Cafe,(415) 655-3283,4,$$,94109,CA,San Francisco,1958 Polk St,No,Yes,No,Street
Ho’s Bootleg Tavern,(415) 872-7773,4_half,$$,94109,CA,San Francisco,2360 Van Ness Ave,No,Yes,No,No
Turk & Larkin Deli,(415) 771-6889,4_half,$,94102,CA,San Francisco,476 Turk St,No,Yes,No,Street
Bloodhound,(415) 863-2840,4,$$,94103,CA,San Francisco,1145 Folsom St,No,No,No,Street
STEEP,(415) 828-8785,4_half,$,94107,CA,San Francisco,240 Ritch St,No,Yes,Yes,Street
Trick Dog,(415) 471-2999,4,$$,94110,CA,San Francisco,3010 20th St,No,No,No,Street
Hog Island Oyster Co,(415) 391-7117,4_half,$$,94111,CA,San Francisco,1 Ferry Bldg,No,No,Yes,"Street, Validated"
Boba Guys,,4,$,94108,CA,San Francisco,429 Stockton St,No,Yes,No,Garage
DAVIDsTEA,(415) 285-0515,4_half,$$,94114,CA,San Francisco,3870 24th St,No,Yes,Yes,Street
AsiaSF,(415) 255-2742,4,$$$,94103,CA,San Francisco,201 9th St,No,Yes,No,Street
Angel Cafe & Deli,(415) 931-3467,4,$,94109,CA,San Francisco,700 Geary St,No,Yes,Yes,Street
Allegro Romano,(415) 928-4002,4,$$$,94109,CA,San Francisco,1701 Jones St,No,Yes,No,Valet
El Buen Comer,(415) 817-1542,4_half,$$,94110,CA,San Francisco,3435 Mission St,No,Yes,No,No
Boba Guys,(415) 967-2622,4,$,94102,CA,San Francisco,8 Octavia St,No,Yes,Yes,Street
Pancho Villa Taqueria,(415) 864-8840,4,$,94103,CA,San Francisco,3071 16th St,No,Yes,No,Street
Socola Chocolatier and Barista,(415) 400-4071,4_half,$$,94105,CA,San Francisco,535 Folsom St,No,Yes,Yes,Street
Golden Era Vegan Restaurant,(415) 487-8687,4,$$,94102,CA,San Francisco,395 Golden Gate Ave,No,Yes,No,"Garage, Street, Validated"
The Chai Cart,(415) 735-4519,4_half,$,94105,CA,San Francisco,545 Market St,No,Yes,No,Street
Marcello’s Pizza,(415) 863-3900,4,$,94114,CA,San Francisco,420 Castro St,Yes,Yes,Yes,Street
The Alembic,(415) 666-0822,4,$$,94117,CA,San Francisco,1725 Haight St,No,No,No,Street
Cafe Golo,(415) 673-4656,4_half,$$,94123,CA,San Francisco,1602 Lombard St,No,Yes,No,Street
Vital Tea Leaf,(415) 544-9838,4_half,$$,94108,CA,San Francisco,509 Grant Ave,No,Yes,No,Street
Mission Banh Mi,(415) 551-1772,4,$,94110,CA,San Francisco,2200 Mission St,No,Yes,No,Street
The Residence,(415) 797-8866,4,$$,94114,CA,San Francisco,718 14th St,No,No,No,Street
Darwin Cafe,(415) 800-8668,4,$$,94107,CA,San Francisco,212 Ritch St,No,Yes,Yes,Street
Lupa Trattoria,(415) 282-5872,4,$$,94114,CA,San Francisco,4109 24th St,No,Yes,No,Street
Taqueria el Buen Sabor,(415) 552-8816,4,$,94110,CA,San Francisco,697 Valencia St,No,Yes,No,Street
Jay’n Bee Club,(415) 824-4190,4,$,94110,CA,San Francisco,2736 20th St,No,Yes,Yes,Street
Mazarine Coffee,(415) 398-7700,4_half,$,94102,CA,San Francisco,720 Market St,No,Yes,Yes,Street
Takoba,(415) 361-0448,4_half,$$,94105,CA,San Francisco,138 Minna St,No,Yes,No,"Garage, Street"
JB’s Place,(415) 626-7973,4,$,94107,CA,San Francisco,1435 17th St,No,Yes,Yes,Street
El Tonayense Taco Truck,(415) 559-0404,4,$,94103,CA,San Francisco,San Francisco,No,Yes,No,Street
Iza Ramen,(415) 926-8173,4,$$,94117,CA,San Francisco,237 Fillmore St,No,No,No,Street
Albona Ristorante Istriano,(415) 441-1040,4_half,$$$,94133,CA,San Francisco,545 Francisco St,No,Yes,No,"Street, Private Lot"
Vallejo Street Steps,,4_half,,94133,CA,San Francisco,Vallejo from Jones to Mason,No,No,No,Garage
Straw,(415) 431-3663,4,$$,94102,CA,San Francisco,203 Octavia Blvd,No,Yes,Yes,Street
Hollywood Cafe,(415) 563-3779,4_half,$$,94133,CA,San Francisco,530 N Point St,No,Yes,Yes,Street
Causwells,(415) 447-6081,4_half,$$,94123,CA,San Francisco,2346 Chestnut St,No,Yes,Yes,Street
NightLife at the California Academy of Sciences,(415) 379-8000,4,$$,94118,CA,San Francisco,55 Music Concourse Dr,No,No,No,Street
Ristorante Milano,(415) 673-2961,4,$$$,94109,CA,San Francisco,1448 Pacific Ave,No,Yes,No,Street
L’s Caffe,(415) 206-0274,4,$,94110,CA,San Francisco,2871 24th St,No,Yes,Yes,Street
Cinderella Bakery & Cafe,(415) 751-9690,4,$,94118,CA,San Francisco,436 Balboa St,No,Yes,Yes,Street
Little Sweet,(415) 702-6763,4,$,94118,CA,San Francisco,3836 Geary Blvd,No,Yes,Yes,Street
Dynamo Donut & Coffee,(415) 920-1978,4,$,94110,CA,San Francisco,2760 24th St,No,Yes,Yes,Street
Pork Store Cafe,(415) 864-6981,4,$$,94117,CA,San Francisco,1451 Haight St,No,Yes,No,Street
Terroir Natural Wine Merchant,(415) 558-9946,4,$$$,94103,CA,San Francisco,1116 Folsom St,No,No,No,Street
Rossi’s Delicatessen,(415) 863-4533,4,$,94114,CA,San Francisco,426 Castro St,No,Yes,No,Street
Stow Lake Waterfalls & Park,(415) 752-0347,4_half,,94118,CA,San Francisco,50 Stow Lake,No,No,No,Street
Basil Thai Restaurant & Bar,(415) 552-8999,4,$$,94103,CA,San Francisco,1175 Folsom St,No,Yes,No,Street
Zam Zam,(415) 861-2545,4,$$,94117,CA,San Francisco,1633 Haight St,No,No,No,Street
Martin Luther King Jr Memorial,,4_half,,94103,CA,San Francisco,745 Mission St,No,No,No,No
The Painted Ladies,,4,,94117,CA,San Francisco,701-799 Steiner St,No,No,No,No
SO,(415) 552-7676,4,$,94103,CA,San Francisco,1010 Bryant St,No,Yes,No,Street
Pacific Catch,(415) 440-1950,4,$$,94123,CA,San Francisco,2027 Chestnut St,Yes,Yes,Yes,Street
Sing Sing Sandwich Shop,(415) 885-5159,4,$,94109,CA,San Francisco,309 Hyde St,No,Yes,No,Street
Rye,(415) 474-4448,4,$$,94102,CA,San Francisco,688 Geary St,No,No,Yes,Street
Bar Tartine,(415) 487-1600,3_half,$$$,94110,CA,San Francisco,561 Valencia St,No,No,No,"Valet, Street, Private Lot"
Hakkasan,(415) 829-8148,4,$$$,94108,CA,San Francisco,1 Kearny St,No,No,No,"Valet, Street"
The Lodge on Haight,(415) 872-9502,4_half,$$,94117,CA,San Francisco,400 Haight Street,No,Yes,No,Street
Red Hill Station,(415) 757-0480,4_half,$$,94110,CA,San Francisco,803 Cortland Ave,No,Yes,No,Street
1760,(415) 359-1212,4,$$$,94109,CA,San Francisco,1760 Polk St,No,No,No,Street
Schmidt’s,(415) 401-0200,4,$$,94110,CA,San Francisco,2400 Folsom St,No,Yes,No,Street
Okina Sushi,(415) 387-8882,4,$$,94118,CA,San Francisco,776 Arguello Blvd,No,Yes,No,Street
Anar Restaurant,(415) 543-2627,4,$$,94107,CA,San Francisco,937 Harrison St,No,Yes,No,Street
The Progress,(415) 673-1294,4,$$$$,94115,CA,San Francisco,1525 Fillmore St,No,No,No,Street
Cafe Algiers,(415) 512-8681,4,$,94105,CA,San Francisco,50 Beale St,No,Yes,Yes,Street
Transamerica Redwood Park,,4_half,,94111,CA,San Francisco,600 Montgomery St,No,No,No,Garage
Little Giant Gold Hydrant,,5,,94114,CA,San Francisco,Church St and 20th St,No,No,No,No
Enjoy Vegetarian Restaurant,(415) 682-0826,4,$$,94122,CA,San Francisco,754 Kirkham St,No,Yes,No,Street
Churchill,(415) 570-9198,4,$$,94114,CA,San Francisco,198 Church St,No,No,No,Street
Nightbird,(415) 829-7565,4_half,$$$$,94102,CA,San Francisco,330 Gough St,No,No,No,No
Gracias Madre,(415) 683-1346,4,$$,94110,CA,San Francisco,2211 Mission St,No,Yes,Yes,Street
Giordano Bros,(415) 437-2767,4,$$,94103,CA,San Francisco,3108 16th St,No,Yes,Yes,Street
Gold Cane Cocktail Lounge,(415) 626-1112,4,$,94117,CA,San Francisco,1569 Haight St,No,No,Yes,Street
1601 Bar & Kitchen,(415) 552-1601,4,$$$,94103,CA,San Francisco,1601 Howard St,No,Yes,Yes,"Garage, Street"
North India Restaurant,(415) 348-1234,4,$$,94105,CA,San Francisco,123 Second St,Yes,Yes,No,Street
Isa Restaurant,(415) 567-9588,4,$$$,94123,CA,San Francisco,3324 Steiner St,No,Yes,Yes,Street
Jane on Larkin,(415) 593-5359,4,$$,94109,CA,San Francisco,925 Larkin St,No,Yes,No,Street
Pizzeria Delfina,(415) 440-1189,4,$$,94115,CA,San Francisco,2406 California St,No,Yes,Yes,Street
Nopalito,(415) 437-0303,4,$$,94117,CA,San Francisco,306 Broderick St,No,Yes,Yes,"Garage, Street"
Contigo,(415) 285-0250,4,$$$,94114,CA,San Francisco,1320 Castro St,No,Yes,Yes,Street
MOSU,(415) 735-7303,4_half,$$$$,94115,CA,San Francisco,1552 Fillmore St,No,No,No,Street
The View,(415) 442-6003,4,$$,94103,CA,San Francisco,780 Mission St,No,No,No,"Valet, Garage, Street"
Nopalito,(415) 233-9966,4,$$,94122,CA,San Francisco,1224 9th Ave,No,Yes,Yes,Street
Whiskey Thieves,(415) 506-8331,4,$,94109,CA,San Francisco,839 Geary St,No,No,No,Street
24th Street Bar,(415) 282-2440,4_half,$$,94110,CA,San Francisco,3336 24th St,No,No,No,Street
Beso Bistronomia,(415) 801-5392,4,$$,94114,CA,San Francisco,4058 A 18th St,No,Yes,Yes,Street
Curry Leaf,(415) 440-4293,4_half,$$,94133,CA,San Francisco,943 Columbus Ave,No,Yes,Yes,Street
Dolce Amore,(415) 674-7716,4,$$,94109,CA,San Francisco,1477 Van Ness Ave,Yes,Yes,Yes,Street
Equator Coffees & Teas,(415) 614-9129,4,$$,94102,CA,San Francisco,986 Market St,No,Yes,Yes,Street
Halal Wings Plus,(415) 440-7786,4,$,94102,CA,San Francisco,533 Jones St,No,Yes,Yes,Street
Bodega,(415) 634-7002,5,$$,94133,CA,San Francisco,700 Columbus Ave,No,Yes,No,Street
The Crafty Fox Ale House,(415) 416-6602,4,$$,94103,CA,San Francisco,1700 Mission St,No,Yes,Yes,Street
Tacos Club,(415) 796-2818,4,$,94114,CA,San Francisco,2312 Market St,No,Yes,Yes,Street
Blue Front Cafe,(415) 252-5917,4,$$,94117,CA,San Francisco,1430 Haight St,No,Yes,No,Street
Pier 14,,4_half,,94105,CA,San Francisco,The Embarcadero and Mission St,No,No,No,No
Subs Inc.,(415) 648-4256,4,$,94114,CA,San Francisco,1300 Castro St,No,Yes,No,Street
La Fina Estampa,(415) 345-1685,4,$$,94109,CA,San Francisco,1407 Bush St,No,Yes,No,Street
Destino,(415) 552-4451,4,$$,94103,CA,San Francisco,1815 Market St,No,No,No,Street
Azalina’s,(415) 660-2020,4,$$,94103,CA,San Francisco,1355 Market St,Yes,Yes,Yes,"Garage, Private Lot, Validated"
Golden Gate Market Deli & Liquor,(415) 346-6052,4_half,$,94123,CA,San Francisco,2767 Lombard St,No,Yes,No,Street
Primavera,,4_half,$$,94111,CA,San Francisco,1 Ferry Plz,No,Yes,Yes,Street
The Office,(415) 754-0194,4_half,$$,94114,CA,San Francisco,194 Church St,No,No,No,Street
Amnesia,(415) 970-0012,4,$,94110,CA,San Francisco,853 Valencia St,No,No,No,Street
Amasia Hide’s Sushi Bar,(415) 861-7000,4,$$,94114,CA,San Francisco,149 Noe St,No,Yes,No,Street
Mission Bowling Club,(415) 863-2695,4,$$,94110,CA,San Francisco,3176 17th St,No,No,Yes,Street
Super Duper Burgers,(415) 538-3437,4,$$,94103,CA,San Francisco,721 Market St,No,Yes,Yes,Street
M & C Market,(415) 920-9442,4_half,$,94110,CA,San Francisco,1200 Valencia St,No,No,No,Street
1428 HAIGHT Patio Cafe & Crepery,(415) 864-8484,4,$$,94117,CA,San Francisco,1428 Haight St,Yes,Yes,Yes,Street
Metro Caffe,(415) 621-9536,4,$,94117,CA,San Francisco,247 Fillmore St,Yes,Yes,Yes,Street
Skool,(415) 255-8800,4,$$,94103,CA,San Francisco,1725 Alameda St,No,Yes,Yes,Street
Rye Project,(415) 552-8984,4,$$,94103,CA,San Francisco,180 7th St,No,Yes,No,Street
Il Pollaio,(415) 362-7727,4_half,$$,94133,CA,San Francisco,555 Columbus Ave,No,Yes,No,Street
Guerra Quality Meats,(415) 564-0585,4_half,$,94116,CA,San Francisco,490 Taraval St,No,Yes,No,Street
Stella Pastry & Cafe,(415) 986-2914,4,$,94133,CA,San Francisco,446 Columbus Ave,No,Yes,No,Street
O-Toro Sushi,(415) 553-3986,4,$$,94102,CA,San Francisco,205 Oak St,No,Yes,No,Street
Lower Haight,,4_half,,94117,CA,San Francisco,San Francisco,No,No,No,No
Franchino,(415) 982-2157,4,$$,94133,CA,San Francisco,347 Columbus Ave,No,No,No,Street
Commonwealth,(415) 355-1500,4,$$$,94110,CA,San Francisco,2224 Mission St,No,No,No,Private Lot
Glen Canyon Park,,4_half,,94131,CA,San Francisco,Bosworth St,No,No,No,Street
Church Street Cafe,(415) 621-2233,4,$,94114,CA,San Francisco,260 Church St,No,Yes,Yes,Street
Repose Coffee Bar,(415) 874-9110,4_half,$$,94117,CA,San Francisco,262 Divisadero St,No,Yes,No,Street
Ritual Coffee Roasters,(415) 641-1011,4,$$,94110,CA,San Francisco,1026 Valencia St,No,Yes,No,Street
Marina Green Park,(415) 831-2700,4_half,,94123,CA,San Francisco,Marina Green Dr,No,No,No,Garage
Hog & Rocks,(415) 550-8627,4,$$,94110,CA,San Francisco,3431 19th St,No,Yes,Yes,Street
Sheba Piano Lounge,(415) 440-7414,4,$$,94115,CA,San Francisco,1419 Fillmore St,No,Yes,Yes,"Garage, Street"
Joy’s Place,(415) 817-1391,4,$,94109,CA,San Francisco,611 Post St,No,Yes,No,Street
Aperto Restaurant,(415) 252-1625,4,$$,94107,CA,San Francisco,1434 18th St,No,Yes,Yes,Street
Washington Square Park,,4_half,,94133,CA,San Francisco,Union and Columbus,No,No,No,No
Poké Bar,(415) 767-5130,4_half,$$,94103,CA,San Francisco,1355 Market St,No,Yes,No,No
Regent Thai Restaurant,(415) 643-5893,4,$$,94131,CA,San Francisco,1700 Church St,No,Yes,No,Street
Humphry Slocombe Ice Cream,(415) 550-6971,4_half,$,94111,CA,San Francisco,1 Ferry Bldg,No,Yes,No,Street
Saffron Grill,(415) 567-5100,4,$$,94117,CA,San Francisco,1279 Fulton St,Yes,Yes,No,Street
Ace’s,(415) 673-0644,4,$,94109,CA,San Francisco,998 Sutter St,No,No,No,Street
Mandalay,(415) 386-3896,4,$$,94118,CA,San Francisco,4348 California St,No,Yes,No,Street
Mission Bar,(415) 647-2300,4,$,94110,CA,San Francisco,2695 Mission St,No,No,No,Street
Nabe,(415) 731-2658,4,$$,94122,CA,San Francisco,1325 9th Ave,No,Yes,No,Street
Ragazza,(415) 255-1133,4,$$,94117,CA,San Francisco,311 Divisadero St,No,Yes,Yes,Street
Aatxe,(415) 471-2977,4,$$$,94114,CA,San Francisco,2174 Market St,No,No,No,Street
Jackson Place Cafe,(415) 225-4891,4_half,$,94111,CA,San Francisco,633 Battery St,No,Yes,Yes,Street
Campton Place Restaurant,(415) 781-5555,4,$$$$,94108,CA,San Francisco,340 Stockton St,No,No,No,"Valet, Garage, Street"
Quince,(415) 775-8500,4,$$$$,94133,CA,San Francisco,470 Pacific Ave,No,No,No,"Valet, Street"
Wild Side West,(415) 647-3099,4,$,94110,CA,San Francisco,424 Cortland Ave,No,No,Yes,Street
Zero Zero,(415) 348-8800,4,$$,94107,CA,San Francisco,826 Folsom St,No,Yes,No,Street
Tofino Wines,(415) 872-5782,4_half,$$,94118,CA,San Francisco,2696 Geary Blvd,No,No,No,No
Cafe Reverie,(415) 242-0200,4,$$,94117,CA,San Francisco,848 Cole St,No,Yes,Yes,Street
Gestalt Haus,(415) 655-9935,4,$,94110,CA,San Francisco,3159 16th St,No,No,No,Street
Dalva,(415) 252-7740,4,$$,94110,CA,San Francisco,3121 16th St,No,No,No,Street
Mama’s On Washington Square,(415) 362-6421,4,$$,94133,CA,San Francisco,1701 Stockton St,No,No,No,Street
Bar 821,,4,$$,94117,CA,San Francisco,821 Divisadero St,No,No,No,Street
Four Seasons Restaurant,(415) 674-4146,4,$,94109,CA,San Francisco,721 Larkin St,No,Yes,No,Street
Yamo,(415) 553-8911,4,$,94110,CA,San Francisco,3406 18th St,No,Yes,No,Street
B Star Bar,(415) 933-9900,4,$$,94118,CA,San Francisco,127 Clement St,No,Yes,Yes,Street
Zushi Puzzle,(415) 931-9319,4,$$$,94123,CA,San Francisco,1910 Lombard St,No,Yes,No,Street
Internos Wine Cafe,(415) 751-2661,4,$$,94118,CA,San Francisco,3240 Geary Blvd,No,No,No,Street
Samovar Tea Lounge,(415) 227-9400,4,$$,94103,CA,San Francisco,730 Howard St,Yes,Yes,Yes,"Garage, Street"
Stanza Coffee,(415) 553-8966,4,$,94103,CA,San Francisco,3126 16th St,No,Yes,Yes,Street
Terzo,(415) 441-3200,4,$$$,94123,CA,San Francisco,3011 Steiner St,No,Yes,Yes,"Valet, Garage, Street"
Yuzuki Japanese Eatery,(415) 556-9898,4,$$$,94110,CA,San Francisco,598 Guerrero St,No,No,No,Street
Capo’s Chicago Pizza,(415) 986-8998,4,$$,94133,CA,San Francisco,641 Vallejo St,Yes,Yes,Yes,Street
Atlas Cafe,(415) 648-1047,4,$,94110,CA,San Francisco,3049 20th St,No,Yes,Yes,Street
La Santaneca,(415) 648-1034,4,$,94110,CA,San Francisco,3781 Mission St,No,Yes,No,Street
Chez Fayala,(415) 773-1220,4,$,94104,CA,San Francisco,200 Pine St,Yes,Yes,Yes,Street
That’s It Market,(415) 285-9833,4,$,94110,CA,San Francisco,2699 Mission  St,No,Yes,No,Street
Contraband Coffee Bar,(415) 839-7388,4,$$,94109,CA,San Francisco,1415 Larkin St,No,Yes,Yes,Street
Matching Half Cafe,(415) 674-8699,4,$$,94115,CA,San Francisco,1799 McAllister St,No,Yes,Yes,Street
Ty Sandwich,(415) 333-7242,4_half,$,94112,CA,San Francisco,4829 Mission St,No,Yes,No,Street
New Eritrea Restaurant & Bar,(415) 681-1288,4,$$,94122,CA,San Francisco,907 Irving St,No,Yes,No,Street
Velvet Cantina,(415) 648-4142,4,$$,94110,CA,San Francisco,3349 23rd St,No,Yes,No,Street
San Tung,(415) 242-0828,4,$$,94122,CA,San Francisco,1031 Irving St,No,Yes,No,Street
Monterey Deli,(415) 337-8447,4_half,$,94127,CA,San Francisco,499 Monterey Blvd,Yes,Yes,No,Street
Pica Pica Arepa Kitchen,(628) 400-5744,4,$$,94103,CA,San Francisco,401 Valencia St,Yes,Yes,No,Street
Garibaldi’s,(415) 563-8841,4,$$$,94115,CA,San Francisco,347 Presidio Ave,No,Yes,No,Street
Tú Lan,(415) 626-0927,4,$,94103,CA,San Francisco,8 6th St,No,Yes,No,Street
Eureka Restaurant & Lounge,(415) 431-6000,4,$$,94114,CA,San Francisco,4063 18th St,No,Yes,No,Street
The Yellow Submarine,(415) 681-5652,4,$,94122,CA,San Francisco,503 Irving St,No,Yes,No,Street
The Mill,(415) 345-1953,4,$$,94117,CA,San Francisco,736 Divisadero St,No,Yes,Yes,Street
Oddjob,(650) 787-2432,4,$$,94103,CA,San Francisco,1337 Mission St,No,No,No,Street
Sun Rise Restaurant,(415) 206-1219,4,$,94110,CA,San Francisco,3126 24th St,No,Yes,No,Street
Mae Krua,(415) 574-7334,4_half,$,94110,CA,San Francisco,331 Cortland Ave,No,Yes,No,Street
Gialina Pizzeria,(415) 239-8500,4,$$,94131,CA,San Francisco,2842 Diamond St,No,Yes,No,Street
Salumeria,(415) 471-2998,4,$$,94110,CA,San Francisco,3000 20th St,No,Yes,Yes,Street
